,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(17,)",[0.74594907 0.7647429 ],0.755345986156059,"('Sodio',)",0.040431649422288794,0.009396912081984954,0.009396912081984952
2,"(17, 36)",[0.78062678 0.77831715],0.7794719663651704,"('Sodio', 'Outros Med_Presente')",0.004968764735258,0.001154814261610293,0.001154814261610293
